編號,地震時間,經度,緯度,規模,深度,最大震度,位置
130   ,2003-12-10 16:10:31,121.35,22.86,4.8,13.8,4,台東市地震站東偏北方  23.4  公里(台東市地震站東偏北方  23.4  公里)
小區域有感地震,2003-12-10 15:57:01,121.3,22.98,4.2,17.7,3,台東成功地震站南偏西方  14.5  公里(台東成功地震站南偏西方  14.5  公里)
小區域有感地震,2003-12-10 15:55:37,121.38,23.01,4,18.8,3,台東成功地震站南方  10.3  公里(台東成功地震站南方  10.3  公里)
129   ,2003-12-10 15:49:39,121.34,23,4.5,19.2,4,台東成功地震站南偏西方  11.5  公里(台東成功地震站南偏西方  11.5  公里)
小區域有感地震,2003-12-10 15:29:19,121.4,22.92,3.6,19.8,3,台東成功地震站南方  19.5  公里(台東成功地震站南方  19.5  公里)
小區域有感地震,2003-12-10 14:49:28,121.35,23.1,3.8,17.2,3,台東成功地震站西方  2.7  公里(台東成功地震站西方  2.7  公里)
128   ,2003-12-10 14:41:29,121.3,22.94,4.9,26.3,4,台東成功地震站南偏西方  19.4  公里(台東成功地震站南偏西方  19.4  公里)
小區域有感地震,2003-12-10 13:54:16,121.36,23.1,3.9,18,2,台東成功地震站西偏北方  1.4  公里(台東成功地震站西偏北方  1.4  公里)
小區域有感地震,2003-12-10 13:51:28,121.31,23.09,3.3,18,3,台東成功地震站西偏南  6.3  公里(台東成功地震站西偏南  6.3  公里)
小區域有感地震,2003-12-10 13:46:37,121.32,23.03,4.3,19.3,3,台東成功地震站西南方  9.6  公里(台東成功地震站西南方  9.6  公里)
127   ,2003-12-10 13:43:26,121.35,23.12,4.6,18.5,4,台東成功地震站西北方  3.3  公里(台東成功地震站西北方  3.3  公里)
小區域有感地震,2003-12-10 13:28:15,121.28,23.01,4.3,17.5,3,台東成功地震站西南方  13.5  公里(台東成功地震站西南方  13.5  公里)
小區域有感地震,2003-12-10 13:25:04,121.34,23.05,4.2,19.2,3,台東成功地震站西南方  6.5  公里(台東成功地震站西南方  6.5  公里)
126   ,2003-12-10 13:20:11,121.4,23.02,5,15.1,4,台東成功地震站南偏東方  9.2  公里(台東成功地震站南偏東方  9.2  公里)
小區域有感地震,2003-12-10 13:17:38,121.31,23.06,4.3,17.8,3,台東成功地震站西偏南  8.3  公里(台東成功地震站西偏南  8.3  公里)
小區域有感地震,2003-12-10 13:11:35,121.26,23.09,3.8,13.4,3,台東成功地震站西方  11.7  公里(台東成功地震站西方  11.7  公里)
小區域有感地震,2003-12-10 13:06:59,121.27,23,4.3,14.2,3,台東成功地震站西南方  15.1  公里(台東成功地震站西南方  15.1  公里)
125   ,2003-12-10 13:00:03,121.34,22.93,4.4,9.3,3,台東成功地震站南方  19.1  公里(台東成功地震站南方  19.1  公里)
小區域有感地震,2003-12-10 12:52:06,121.32,23.13,4.7,15.8,3,台東成功地震站西偏北方  6.7  公里(台東成功地震站西偏北方  6.7  公里)
124   ,2003-12-10 12:50:44,121.27,23.1,4.8,2.1,4,台東成功地震站西方  10.2  公里(台東成功地震站西方  10.2  公里)
123   ,2003-12-10 12:42:55,121.31,23.01,4.9,11.6,4,台東成功地震站西南方  12.0  公里(台東成功地震站西南方  12.0  公里)
122   ,2003-12-10 12:38:13,121.4,23.07,6.4,17.7,6,台東成功地震站東南方  4.3  公里(台東成功地震站東南方  4.3  公里)
小區域有感地震,2003-12-10 12:32:59,121.31,23.11,4.1,16.2,2,台東成功地震站西偏北方  6.4  公里(台東成功地震站西偏北方  6.4  公里)
小區域有感地震,2003-12-09 08:56:11,121.08,22.42,4.1,21,2,台東大武地震站東偏北方  19.6  公里(台東大武地震站東偏北方  19.6  公里)
121   ,2003-12-09 06:04:06,121.33,23.46,4.8,1.9,3,花蓮玉里地震站北偏東方  12.5  公里(花蓮玉里地震站北偏東方  12.5  公里)
小區域有感地震,2003-12-08 21:23:59,121.45,23.96,2.9,18.4,3,花蓮西林地震站北方  16.2  公里(花蓮西林地震站北方  16.2  公里)
小區域有感地震,2003-12-08 01:37:48,121.35,23.09,3.6,20.1,3,台東成功地震站西偏南  2.3  公里(台東成功地震站西偏南  2.3  公里)
小區域有感地震,2003-12-06 19:32:43,121.85,24.43,3,16.1,3,宜蘭南澳地震站東方  10.5  公里(宜蘭南澳地震站東方  10.5  公里)
120   ,2003-12-06 14:34:57,121.36,23.07,5.1,37.8,4,台東成功地震站南偏西方  2.8  公里(台東成功地震站南偏西方  2.8  公里)
119   ,2003-12-05 22:50:25,121.47,23.91,3.6,25,3,花蓮西林地震站北偏東方  11.4  公里(花蓮西林地震站北偏東方  11.4  公里)
小區域有感地震,2003-11-28 16:04:40,121.31,22.96,3.1,22.1,2,台東成功地震站南偏西方  16.5  公里(台東成功地震站南偏西方  16.5  公里)
小區域有感地震,2003-11-28 09:35:18,121.59,24,2.9,8.8,3,花蓮縣政府西偏北方  2.9  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
小區域有感地震,2003-11-27 13:37:26,121.67,24.12,2.6,10.8,2,花蓮秀林地震站東偏北方  8.4  公里(花蓮秀林地震站東偏北方  8.4  公里)
小區域有感地震,2003-11-27 11:17:04,121.51,24.06,3,22.9,3,花蓮秀林地震站西偏南  9.6  公里(花蓮秀林地震站西偏南  9.6  公里)
小區域有感地震,2003-11-24 02:54:53,121.73,23.92,4,13.1,2,花蓮市地震站東偏南方  13.4  公里(花蓮市地震站東偏南方  13.4  公里)
小區域有感地震,2003-11-22 21:39:26,121.9,24.8,4.1,80.6,4,宜蘭市地震站東偏北方  14.7  公里(宜蘭市地震站東偏北方  14.7  公里)
小區域有感地震,2003-11-21 18:59:23,120.41,22.1,4.8,45.8,2,屏東恆春地震站西偏北方  36.6  公里(屏東恆春地震站西偏北方  36.6  公里)
小區域有感地震,2003-11-16 07:03:54,120.44,23.51,2.9,8.1,2,嘉義市地震站東北方  1.6  公里(嘉義市地震站東北方  1.6  公里)
118   ,2003-11-15 02:11:21,120.38,23.16,4.4,20.5,3,台南東山地震站西南方  17.6  公里(台南東山地震站西南方  17.6  公里)
117   ,2003-11-14 23:54:02,121.71,24.09,5,37.8,3,花蓮秀林地震站東方  10.9  公里(花蓮秀林地震站東方  10.9  公里)
116   ,2003-11-14 18:12:45,120.45,23.13,4.5,15.2,4,高雄甲仙地震站西偏北方  15.1  公里(高雄甲仙地震站西偏北方  15.1  公里)
小區域有感地震,2003-11-13 17:05:39,121.92,24.45,4.1,24.7,2,宜蘭南澳地震站東方  17.7  公里(宜蘭南澳地震站東方  17.7  公里)
小區域有感地震,2003-11-13 02:19:05,121.75,24.11,3.5,23.9,2,花蓮秀林地震站東偏北方  14.9  公里(花蓮秀林地震站東偏北方  14.9  公里)
小區域有感地震,2003-11-12 11:59:53,121.79,24.45,3.4,17.9,3,宜蘭南澳地震站東偏北方  5.4  公里(宜蘭南澳地震站東偏北方  5.4  公里)
小區域有感地震,2003-11-12 10:54:13,122.02,24.81,3.8,4.1,3,宜蘭市地震站東方  27.7  公里(宜蘭市地震站東方  27.7  公里)
115   ,2003-11-12 08:02:35,121.95,24.45,5.4,21.3,4,宜蘭蘇澳地震站南偏東方  19.6  公里(宜蘭蘇澳地震站南偏東方  19.6  公里)
小區域有感地震,2003-11-11 10:16:02,121.6,24.01,3,9.2,2,花蓮市地震站北偏西方  4.7  公里(花蓮市地震站北偏西方  4.7  公里)
小區域有感地震,2003-11-11 00:24:13,121.59,23.53,3.9,24.9,2,花蓮西林地震站南偏東方  34.7  公里(花蓮西林地震站南偏東方  34.7  公里)
小區域有感地震,2003-11-10 10:29:04,121.53,23.4,3.7,19.2,1,花蓮玉里地震站東偏北方  23.5  公里(花蓮玉里地震站東偏北方  23.5  公里)
114   ,2003-11-09 13:35:50,121.89,24.83,4.7,83.4,3,宜蘭市地震站東偏北方  14.9  公里(宜蘭市地震站東偏北方  14.9  公里)
小區域有感地震,2003-11-08 19:50:42,120.71,23.27,3,9.1,2,嘉義大埔地震站東偏北方  8.8  公里(嘉義大埔地震站東偏北方  8.8  公里)
小區域有感地震,2003-11-08 09:02:21,121.73,23.86,3.5,19.9,1,花蓮市地震站東南方  17.6  公里(花蓮市地震站東南方  17.6  公里)
113   ,2003-11-07 16:41:58,120.71,23.27,4.3,10.6,4,嘉義大埔地震站東偏北方  9.1  公里(嘉義大埔地震站東偏北方  9.1  公里)
112   ,2003-11-06 21:58:44,120.45,23.12,5,17.6,5,高雄甲仙地震站西偏北方  15.1  公里(高雄甲仙地震站西偏北方  15.1  公里)
111   ,2003-11-03 21:29:07,121.58,24.15,2.8,17.3,1,花蓮秀林地震站北偏西方  8.2  公里(花蓮秀林地震站北偏西方  8.2  公里)
小區域有感地震,2003-11-02 10:04:26,121.58,24.15,2.9,17.6,3,花蓮秀林地震站北偏西方  8.1  公里(花蓮秀林地震站北偏西方  8.1  公里)
110   ,2003-10-30 17:14:47,121.41,23.74,3.6,20,4,花蓮西林地震站南偏西方  8.9  公里(花蓮西林地震站南偏西方  8.9  公里)
109   ,2003-10-30 17:13:15,122.57,24.54,5,95.5,2,宜蘭蘇澳地震站東方  71.9  公里(宜蘭蘇澳地震站東方  71.9  公里)
小區域有感地震,2003-10-29 21:39:23,121.59,23.84,3.5,34.5,1,花蓮西林地震站東偏北方  15.1  公里(花蓮西林地震站東偏北方  15.1  公里)
小區域有感地震,2003-10-29 12:01:11,121.73,23.91,3.7,16.8,2,花蓮市地震站東偏南方  14.2  公里(花蓮市地震站東偏南方  14.2  公里)
小區域有感地震,2003-10-29 06:56:10,121.45,23.92,3.3,16.3,1,花蓮西林地震站北方  11.5  公里(花蓮西林地震站北方  11.5  公里)
小區域有感地震,2003-10-27 01:54:29,120.71,23.27,3.8,4.4,4,嘉義大埔地震站東偏北方  9.6  公里(嘉義大埔地震站東偏北方  9.6  公里)
108   ,2003-10-25 03:12:04,121.78,24.58,4,67.4,2,宜蘭蘇澳地震站西偏南  9.2  公里(宜蘭蘇澳地震站西偏南  9.2  公里)
107   ,2003-10-22 07:23:19,120.46,23.13,3.8,19.6,3,高雄甲仙地震站西偏北方  14.6  公里(高雄甲仙地震站西偏北方  14.6  公里)
106   ,2003-10-20 23:03:30,121.57,23.91,3.5,8.2,3,花蓮市地震站南偏西方  8.5  公里(花蓮市地震站南偏西方  8.5  公里)
105   ,2003-10-19 15:35:11,122.03,24.45,3.8,9.8,3,宜蘭蘇澳地震站東南方  24.2  公里(宜蘭蘇澳地震站東南方  24.2  公里)
104   ,2003-10-19 05:20:48,121.59,23.87,4.2,47.6,2,花蓮市地震站南偏西方  11.6  公里(花蓮市地震站南偏西方  11.6  公里)
小區域有感地震,2003-10-18 12:44:27,121.39,23.05,3.9,22,2,台東成功地震站南偏東方  5.6  公里(台東成功地震站南偏東方  5.6  公里)
小區域有感地震,2003-10-15 11:43:18,121.36,22.8,4.2,20.9,2,台東市地震站東偏北方  21.5  公里(台東市地震站東偏北方  21.5  公里)
小區域有感地震,2003-10-12 15:37:32,121.46,23.94,2.8,17.2,1,花蓮西林地震站北方  14.2  公里(花蓮西林地震站北方  14.2  公里)
小區域有感地震,2003-10-10 20:51:09,122.56,24.01,5.1,37.6,2,宜蘭南澳地震站東偏南方  94.2  公里(宜蘭南澳地震站東偏南方  94.2  公里)
小區域有感地震,2003-10-10 19:23:49,121.02,22.36,4.6,8,4,台東大武地震站東方  11.6  公里(台東大武地震站東方  11.6  公里)
小區域有感地震,2003-10-09 02:20:42,121.99,24,4.2,45.9,3,花蓮市地震站東方  38.4  公里(花蓮市地震站東方  38.4  公里)
小區域有感地震,2003-10-07 18:01:03,120.55,23.35,3.5,12.3,2,台南東山地震站北偏東方  10.8  公里(台南東山地震站北偏東方  10.8  公里)
小區域有感地震,2003-10-06 10:31:30,120.63,23.55,3.5,8.6,3,斗六市地震站南偏東方  20.9  公里(斗六市地震站南偏東方  20.9  公里)
小區域有感地震,2003-10-03 23:28:10,120.22,23.18,3.4,12.9,2,台南佳里地震站東方  1.4  公里(台南佳里地震站東方  1.4  公里)
103   ,2003-10-03 12:47:38,120.88,24.27,4.1,31.9,2,苗栗三義地震站東南方  19.3  公里(苗栗三義地震站東南方  19.3  公里)
小區域有感地震,2003-10-03 04:37:46,121.74,24.41,3.4,18.8,4,宜蘭南澳地震站南偏西方  1.7  公里(宜蘭南澳地震站南偏西方  1.7  公里)
小區域有感地震,2003-10-02 10:49:59,121.03,22.79,3.7,6.2,2,台東市地震站西偏北方  13.5  公里(台東市地震站西偏北方  13.5  公里)
102   ,2003-10-01 21:46:24,121.92,24.41,3.9,15.5,4,宜蘭南澳地震站東方  17.7  公里(宜蘭南澳地震站東方  17.7  公里)
小區域有感地震,2003-10-01 05:12:22,121.78,24.45,3,17.7,3,宜蘭南澳地震站東偏北方  4.2  公里(宜蘭南澳地震站東偏北方  4.2  公里)
101   ,2003-09-29 09:33:15,121.56,23.91,3.8,8.3,3,花蓮市地震站西南方  9.2  公里(花蓮市地震站西南方  9.2  公里)
100   ,2003-09-27 22:55:04,121.72,24.24,4,9.4,4,花蓮秀林地震站東北方  20.9  公里(花蓮秀林地震站東北方  20.9  公里)
小區域有感地震,2003-09-27 09:40:56,121.8,24.41,2.8,12.7,3,宜蘭南澳地震站東偏南方  5.6  公里(宜蘭南澳地震站東偏南方  5.6  公里)
099   ,2003-09-26 15:37:54,121.8,24.53,4,69.3,2,宜蘭蘇澳地震站西南方  10.4  公里(宜蘭蘇澳地震站西南方  10.4  公里)
098   ,2003-09-26 07:42:59,121.93,24.28,4.6,25.7,3,宜蘭南澳地震站東南方  24.8  公里(宜蘭南澳地震站東南方  24.8  公里)
小區域有感地震,2003-09-24 22:04:44,121.69,24.46,3.8,26.9,3,宜蘭南澳地震站西偏北方  7.2  公里(宜蘭南澳地震站西偏北方  7.2  公里)
097   ,2003-09-24 09:08:32,120.59,21.89,4.8,42.9,2,屏東恆春地震站西南方  20.0  公里(屏東恆春地震站西南方  20.0  公里)
小區域有感地震,2003-09-24 07:36:05,121.73,24.24,3.5,9.8,2,宜蘭南澳地震站南方  20.3  公里(宜蘭南澳地震站南方  20.3  公里)
096   ,2003-09-22 16:47:16,121.79,24.32,3.2,9.8,4,宜蘭南澳地震站南偏東方  12.7  公里(宜蘭南澳地震站南偏東方  12.7  公里)
小區域有感地震,2003-09-18 06:43:41,121.32,23.16,3.2,15.9,2,台東成功地震站西北方  8.7  公里(台東成功地震站西北方  8.7  公里)
小區域有感地震,2003-09-18 02:45:51,121.74,24.25,3.5,11.2,3,宜蘭南澳地震站南方  19.9  公里(宜蘭南澳地震站南方  19.9  公里)
小區域有感地震,2003-09-17 18:20:10,121.86,24.45,3,17.4,3,宜蘭南澳地震站東偏北方  11.5  公里(宜蘭南澳地震站東偏北方  11.5  公里)
小區域有感地震,2003-09-15 13:59:04,120.91,23.37,3.2,4.2,2,台東利稻地震站北偏西方  23.4  公里(台東利稻地震站北偏西方  23.4  公里)
小區域有感地震,2003-09-15 12:17:03,120.91,22.98,3.7,9.2,2,高雄桃源地震站東南方  24.4  公里(高雄桃源地震站東南方  24.4  公里)
小區域有感地震,2003-09-15 11:06:53,120.98,23.68,3.6,28.6,3,南投名間地震站東南方  35.9  公里(南投名間地震站東南方  35.9  公里)
小區域有感地震,2003-09-13 18:55:59,120.71,23.58,3.6,15.6,3,斗六市地震站東南方  22.8  公里(斗六市地震站東南方  22.8  公里)
小區域有感地震,2003-09-11 16:15:11,120.99,24.07,4.1,21,2,台中德基地震站西南方  26.3  公里(台中德基地震站西南方  26.3  公里)
小區域有感地震,2003-09-11 15:07:17,122.29,24.21,4.8,32.8,2,宜蘭南澳地震站東偏南方  59.6  公里(宜蘭南澳地震站東偏南方  59.6  公里)
095   ,2003-09-11 06:55:06,121.4,22.71,5.8,85.4,3,台東市地震站東方  25.6  公里(台東市地震站東方  25.6  公里)
094   ,2003-09-09 13:51:26,121.62,23.7,4.5,37.4,3,花蓮西林地震站東偏南方  22.0  公里(花蓮西林地震站東偏南方  22.0  公里)
093   ,2003-09-08 11:11:32,121.52,24.01,3.7,24.9,3,花蓮市地震站西偏北方  10.9  公里(花蓮市地震站西偏北方  10.9  公里)
小區域有感地震,2003-09-07 05:27:01,122.86,24.53,4.2,98.8,2,宜蘭蘇澳地震站東方  101.3  公里(宜蘭蘇澳地震站東方  101.3  公里)
小區域有感地震,2003-09-06 22:47:12,121.53,22.01,4.5,20.9,4,台東蘭嶼地震站西南方  4.2  公里(台東蘭嶼地震站西南方  4.2  公里)
小區域有感地震,2003-09-04 23:45:08,121.85,24.29,3.4,5.2,2,宜蘭南澳地震站東南方  18.0  公里(宜蘭南澳地震站東南方  18.0  公里)
小區域有感地震,2003-09-02 21:57:43,121.55,24.07,2.8,16.4,3,花蓮秀林地震站西方  5.4  公里(花蓮秀林地震站西方  5.4  公里)
小區域有感地震,2003-09-02 17:11:35,121.69,24.27,3.1,6.9,3,宜蘭南澳地震站南偏西方  18.6  公里(宜蘭南澳地震站南偏西方  18.6  公里)
小區域有感地震,2003-08-31 11:35:51,121.58,23.97,2.7,8.6,2,花蓮市地震站西方  3.3  公里(花蓮市地震站西方  3.3  公里)
小區域有感地震,2003-08-31 00:52:22,122.49,24.25,4.8,64.3,2,宜蘭蘇澳地震站東偏南方  74.7  公里(宜蘭蘇澳地震站東偏南方  74.7  公里)
小區域有感地震,2003-08-26 22:06:32,121.41,22.05,3.4,18.4,3,台東蘭嶼地震站西方  15.3  公里(台東蘭嶼地震站西方  15.3  公里)
小區域有感地震,2003-08-26 10:43:58,121.35,22.19,3.9,24.9,3,台東蘭嶼地震站西北方  27.3  公里(台東蘭嶼地震站西北方  27.3  公里)
小區域有感地震,2003-08-23 21:37:29,121.74,23.82,3.5,14.4,1,花蓮市地震站東南方  21.4  公里(花蓮市地震站東南方  21.4  公里)
092   ,2003-08-23 19:31:04,121.75,23.82,4.3,14,3,花蓮市地震站東南方  21.8  公里(花蓮市地震站東南方  21.8  公里)
小區域有感地震,2003-08-23 19:13:04,120.77,24.2,3.6,25.6,3,台中市地震站東偏北方  10.3  公里(台中市地震站東偏北方  10.3  公里)
091   ,2003-08-17 06:36:34,121.6,23.97,2.8,10.5,2,花蓮市地震站西偏南  1.6  公里(花蓮市地震站西偏南  1.6  公里)
小區域有感地震,2003-08-15 17:05:14,120.93,23.35,3.6,7.3,2,台東利稻地震站北偏西方  20.5  公里(台東利稻地震站北偏西方  20.5  公里)
小區域有感地震,2003-08-13 03:19:10,122,24,4.1,30.5,2,花蓮市地震站東方  39.6  公里(花蓮市地震站東方  39.6  公里)
090   ,2003-08-12 00:30:13,121.56,24.59,5.4,58.5,5,宜蘭牛鬥地震站南偏西方  5.2  公里(宜蘭牛鬥地震站南偏西方  5.2  公里)
089   ,2003-08-10 19:27:14,121.7,24.15,3.9,6.7,4,花蓮秀林地震站東北方  12.5  公里(花蓮秀林地震站東北方  12.5  公里)
小區域有感地震,2003-08-10 12:42:13,121.67,24.16,3.4,5.9,3,花蓮秀林地震站東北方  11.5  公里(花蓮秀林地震站東北方  11.5  公里)
小區域有感地震,2003-08-10 11:59:30,121.68,24.17,3.4,6.2,2,花蓮秀林地震站東北方  12.1  公里(花蓮秀林地震站東北方  12.1  公里)
小區域有感地震,2003-08-10 06:16:44,121.12,24.09,3.8,10.2,2,台中德基地震站南偏西方  18.2  公里(台中德基地震站南偏西方  18.2  公里)
088   ,2003-08-09 21:30:01,122.03,24.44,3.8,16.4,4,宜蘭蘇澳地震站東南方  24.9  公里(宜蘭蘇澳地震站東南方  24.9  公里)
小區域有感地震,2003-08-09 04:57:55,121.47,23.95,3.1,14.4,3,花蓮市地震站西方  14.9  公里(花蓮市地震站西方  14.9  公里)
