編號,地震時間,經度,緯度,規模,深度,最大震度,位置
026   ,1996-08-10 14:23:05,122.65,23.89,5.8,5.7,3,花蓮市地震站東方  106.0  公里(花蓮市地震站東方  106.0  公里)
025   ,1996-08-06 02:41:13,121.7,23.17,4.8,32.5,4,台東成功地震站東偏北方  34.8  公里(台東成功地震站東偏北方  34.8  公里)
024   ,1996-07-31 02:23:13,121.81,24,4.7,24,3,花蓮市地震站東方  20.0  公里(花蓮市地震站東方  20.0  公里)
023   ,1996-07-30 04:20:53,122.35,24.49,6.1,65.7,5,宜蘭蘇澳地震站東偏南方  51.1  公里(宜蘭蘇澳地震站東偏南方  51.1  公里)
022   ,1996-07-27 08:26:39,122.03,24.33,4.8,7.2,3,宜蘭南澳地震站東偏南方  30.4  公里(宜蘭南澳地震站東偏南方  30.4  公里)
021   ,1996-07-06 09:27:05,120.52,22.67,5.2,27,4,屏東市地震站東偏南方  2.2  公里(屏東市地震站東偏南方  2.2  公里)
020   ,1996-06-09 09:30:25,121.58,24.04,4.9,47.7,3,花蓮秀林地震站南偏西方  5.4  公里(花蓮秀林地震站南偏西方  5.4  公里)
019   ,1996-05-30 05:56:12,120.63,22.75,4.4,31.8,3,屏東市地震站東偏北方  16.1  公里(屏東市地震站東偏北方  16.1  公里)
018   ,1996-05-29 05:53:22,121.58,24.05,5.1,25,5,花蓮秀林地震站西南方  3.8  公里(花蓮秀林地震站西南方  3.8  公里)
017   ,1996-04-19 15:26:23,121.8,23.71,4.6,29.8,2,花蓮市地震站東南方  34.7  公里(花蓮市地震站東南方  34.7  公里)
016   ,1996-04-10 22:14:49,121.51,22.97,4.7,13.6,3,台東成功地震站東南方  19.3  公里(台東成功地震站東南方  19.3  公里)
015   ,1996-04-10 16:59:19,120.35,22.67,4.3,31.8,2,高雄市地震站北偏東方  12.1  公里(高雄市地震站北偏東方  12.1  公里)
014   ,1996-04-09 20:13:37,120.43,23.14,4,11.4,4,台南東山地震站南偏西方  15.1  公里(台南東山地震站南偏西方  15.1  公里)
013   ,1996-04-09 20:09:05,120.44,23.14,3.8,12,4,台南東山地震站南偏西方  15.4  公里(台南東山地震站南偏西方  15.4  公里)
012   ,1996-04-08 00:55:36,120.66,23.47,4.7,1.2,4,嘉義市地震站東方  23.6  公里(嘉義市地震站東方  23.6  公里)
011   ,1996-03-29 11:28:53,122.33,23.97,5.6,5.8,3,花蓮市地震站東方  73.0  公里(花蓮市地震站東方  73.0  公里)
010   ,1996-03-19 15:25:02,122.31,23.91,5,1.6,2,花蓮市地震站東方  71.1  公里(花蓮市地震站東方  71.1  公里)
009   ,1996-03-06 01:32:08,122.3,23.9,6,10.8,3,花蓮市地震站東方  70.7  公里(花蓮市地震站東方  70.7  公里)
008   ,1996-03-05 22:52:27,122.36,23.93,6.4,6,4,花蓮市地震站東方  76.3  公里(花蓮市地震站東方  76.3  公里)
007   ,1996-03-04 12:28:43,120.28,23.1,4,16.1,3,台南佳里地震站東南方  11.9  公里(台南佳里地震站東南方  11.9  公里)
006   ,1996-02-06 14:01:29,120.21,23.04,3.2,14.7,3,台南市地震站北方  6.0  公里(台南市地震站北方  6.0  公里)
005   ,1996-02-05 16:57:45,121.71,23.89,4.7,23,3,花蓮市地震站東南方  13.0  公里(花蓮市地震站東南方  13.0  公里)
004   ,1996-01-23 03:22:57,121.72,24.93,5.1,66.9,3,宜蘭市地震站北方  18.6  公里(宜蘭市地震站北方  18.6  公里)
003   ,1996-01-20 12:24:41,121.4,23.34,4.6,16.9,4,花蓮玉里地震站東方  9.6  公里(花蓮玉里地震站東方  9.6  公里)
002   ,1996-01-17 20:12:04,121.62,23.28,4.7,25.9,2,台東成功地震站東北方  32.4  公里(台東成功地震站東北方  32.4  公里)
001   ,1996-01-10 00:10:29,120.18,23.04,3.8,8.7,4,台南市地震站北偏西方  6.8  公里(台南市地震站北偏西方  6.8  公里)
