編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2011-12-31 17:57:17,121.59,23.97,2.3,8.1,1,花蓮縣政府西南方  3.5  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉)
小區域有感地震,2011-12-30 03:31:55,121.81,24.42,2.9,14.5,3,宜蘭縣政府南方  34.6  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2011-12-29 18:07:13,120.63,23.41,3.1,10.6,1,嘉義市政府東偏南方  19.6  公里 (位於嘉義縣番路鄉)(嘉義縣番路鄉)
小區域有感地震,2011-12-29 13:15:13,121.99,23.79,4,33.3,1,花蓮縣政府東偏南方  44.0  公里 (位於台灣東部海域)(台灣東部海域)
小區域有感地震,2011-12-25 20:31:14,121.37,23.51,3.6,24.1,2,花蓮縣政府南偏西方  58.9  公里 (位於花蓮縣瑞穗鄉)(花蓮縣瑞穗鄉)
小區域有感地震,2011-12-24 03:51:37,120.64,23.26,3,7.9,2,嘉義市政府東南方  30.6  公里 (位於高雄市那瑪夏區)(高雄市那瑪夏區)
小區域有感地震,2011-12-23 15:07:54,121.86,24.51,3.7,25.9,3,宜蘭縣政府南偏東方  26.0  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2011-12-23 03:39:58,122.6,23.97,5,26.9,2,花蓮縣政府東方  99.5  公里 (位於台灣東部海域)(台灣東部海域)
小區域有感地震,2011-12-20 18:30:27,121.64,23.07,4,23.8,2,台東縣政府東偏北方  61.2  公里 (位於台灣東部海域)(台灣東部海域)
小區域有感地震,2011-12-19 10:10:49,121.59,23.97,2.7,8.6,3,花蓮縣政府西南方  3.5  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉)
小區域有感地震,2011-12-19 09:58:19,121.59,23.99,2.3,9.7,2,花蓮縣政府西方  2.6  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉)
172   ,2011-12-19 09:56:33,121.6,23.97,3.2,8.4,3,花蓮縣政府西南方  3.8  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
小區域有感地震,2011-12-19 09:54:47,121.59,23.97,2.3,8.3,1,花蓮縣政府西偏南方  3.7  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉)
小區域有感地震,2011-12-17 10:05:31,121.79,24.42,2.6,6.1,4,宜蘭縣政府南方  34.9  公里 (位於宜蘭縣近海)(宜蘭縣近海)
171   ,2011-12-17 03:45:14,121.59,23.76,4.1,10,4,花蓮縣政府南方  26.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2011-12-16 21:26:08,121.56,23.2,3.8,38.3,2,台東縣政府東北方  64.6  公里 (位於台灣東部海域)(台灣東部海域)
小區域有感地震,2011-12-15 21:26:32,121.58,23.76,3.8,10.4,3,花蓮縣政府南方  26.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2011-12-15 17:19:40,121.59,23.65,3.7,33.2,3,花蓮縣政府南方  37.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2011-12-15 13:36:11,120.66,23.52,2.5,11.6,1,嘉義市政府東方  21.1  公里 (位於嘉義縣梅山鄉)(嘉義縣梅山鄉)
小區域有感地震,2011-12-15 10:09:46,121.27,22.69,3.9,27.7,2,台東縣政府東偏南方  14.7  公里 (位於台灣東部海域)(台灣東部海域)
小區域有感地震,2011-12-15 09:12:36,121.82,24.54,4.1,67.2,2,宜蘭縣政府南偏東方  21.9  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
170   ,2011-12-15 08:35:41,121.77,23.72,4.6,32.8,3,花蓮縣政府南偏東方  34.2  公里 (位於台灣東部海域)(台灣東部海域)
小區域有感地震,2011-12-15 06:45:23,121.89,23.41,3.9,26.4,2,花蓮縣政府南偏東方  69.8  公里 (位於台灣東部海域)(台灣東部海域)
169   ,2011-12-14 19:12:50,121.8,23.85,4.7,41.9,3,花蓮縣政府東南方  24.1  公里 (位於台灣東部海域)(台灣東部海域)
小區域有感地震,2011-12-13 00:35:45,121.87,24.62,3.9,69.8,1,宜蘭縣政府東南方  16.2  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2011-12-12 07:21:41,120.53,23.23,2.9,7.5,2,嘉義市政府南偏東方  28.4  公里 (位於台南市楠西區)(台南市楠西區)
168   ,2011-12-12 06:07:58,121.66,24.23,4,18.5,5,花蓮縣政府北方  27.2  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
167   ,2011-12-11 20:06:13,121.45,23.93,3.7,21.1,3,花蓮縣政府西偏南方  18.5  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2011-12-11 13:56:49,121.37,23.12,3.6,20.7,2,台東縣政府北偏東方  45.8  公里 (位於台東縣成功鎮)(台東縣成功鎮)
小區域有感地震,2011-12-11 03:52:52,121.56,22.78,3.7,23,2,台東縣政府東方  42.2  公里 (位於台灣東部海域)(台灣東部海域)
