編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2009-12-20 17:03:23,121.57,23.93,3.8,19.6,2,花蓮市地震站西南方  7.0  公里(花蓮市地震站西南方  7.0  公里)
小區域有感地震,2009-12-20 16:38:12,121.61,23.79,3.4,32.1,1,花蓮西林地震站東方  16.9  公里(花蓮西林地震站東方  16.9  公里)
小區域有感地震,2009-12-20 16:36:14,121.62,24.01,2.9,10.9,2,花蓮市地震站北偏東方  4.0  公里(花蓮市地震站北偏東方  4.0  公里)
小區域有感地震,2009-12-20 14:41:59,121.64,23.83,3.5,37.1,1,花蓮市地震站南方  16.3  公里(花蓮市地震站南方  16.3  公里)
小區域有感地震,2009-12-20 14:16:31,121.65,23.83,4,39.9,2,花蓮市地震站南偏東方  16.7  公里(花蓮市地震站南偏東方  16.7  公里)
小區域有感地震,2009-12-20 11:30:25,121.62,23.84,3.5,39.3,1,花蓮市地震站南方  15.5  公里(花蓮市地震站南方  15.5  公里)
小區域有感地震,2009-12-20 11:11:41,121.58,23.76,3.9,27.6,2,花蓮西林地震站東偏南方  14.8  公里(花蓮西林地震站東偏南方  14.8  公里)
147   ,2009-12-20 10:12:24,121.66,23.82,4.7,38.6,3,花蓮市地震站南偏東方  17.9  公里(花蓮市地震站南偏東方  17.9  公里)
小區域有感地震,2009-12-20 09:04:28,121.64,23.74,3.5,34.4,1,花蓮西林地震站東偏南方  21.4  公里(花蓮西林地震站東偏南方  21.4  公里)
小區域有感地震,2009-12-20 08:57:33,121.63,23.86,3.4,33.9,1,花蓮市地震站南方  12.9  公里(花蓮市地震站南方  12.9  公里)
小區域有感地震,2009-12-20 08:12:28,121.62,23.75,3.5,37.5,2,花蓮西林地震站東偏南方  19.5  公里(花蓮西林地震站東偏南方  19.5  公里)
小區域有感地震,2009-12-20 04:54:53,121.72,23.81,3.6,33.9,1,花蓮市地震站南偏東方  20.8  公里(花蓮市地震站南偏東方  20.8  公里)
小區域有感地震,2009-12-20 04:33:02,121.69,23.75,4.2,41.7,2,花蓮市地震站南偏東方  25.8  公里(花蓮市地震站南偏東方  25.8  公里)
小區域有感地震,2009-12-20 02:49:43,121.62,23.76,3.9,37.3,2,花蓮西林地震站東偏南方  18.8  公里(花蓮西林地震站東偏南方  18.8  公里)
小區域有感地震,2009-12-20 01:44:35,121.7,23.8,3.8,37.4,1,花蓮市地震站南偏東方  21.4  公里(花蓮市地震站南偏東方  21.4  公里)
小區域有感地震,2009-12-20 01:09:52,121.63,23.74,3.4,18.8,1,花蓮西林地震站東偏南方  20.9  公里(花蓮西林地震站東偏南方  20.9  公里)
小區域有感地震,2009-12-20 00:52:58,121.83,23.42,3.4,15.5,2,花蓮玉里地震站東方  54.3  公里(花蓮玉里地震站東方  54.3  公里)
小區域有感地震,2009-12-20 00:51:35,121.62,23.75,3.8,38.8,2,花蓮西林地震站東偏南方  19.8  公里(花蓮西林地震站東偏南方  19.8  公里)
小區域有感地震,2009-12-20 00:45:20,121.63,23.8,3.6,38.1,2,花蓮西林地震站東方  18.8  公里(花蓮西林地震站東方  18.8  公里)
小區域有感地震,2009-12-20 00:43:17,121.65,23.84,4.4,39.3,2,花蓮市地震站南偏東方  15.7  公里(花蓮市地震站南偏東方  15.7  公里)
小區域有感地震,2009-12-20 00:26:05,121.67,23.82,3.3,35,1,花蓮市地震站南偏東方  18.3  公里(花蓮市地震站南偏東方  18.3  公里)
小區域有感地震,2009-12-19 23:46:18,121.65,23.72,3.4,33.3,1,花蓮西林地震站東偏南方  23.4  公里(花蓮西林地震站東偏南方  23.4  公里)
小區域有感地震,2009-12-19 23:41:21,121.66,23.82,4.3,40.2,2,花蓮市地震站南偏東方  17.5  公里(花蓮市地震站南偏東方  17.5  公里)
小區域有感地震,2009-12-19 23:35:41,121.65,23.84,3.9,39.6,2,花蓮市地震站南偏東方  15.7  公里(花蓮市地震站南偏東方  15.7  公里)
小區域有感地震,2009-12-19 23:30:46,121.66,23.76,3.9,33.8,2,花蓮西林地震站東偏南方  23.1  公里(花蓮西林地震站東偏南方  23.1  公里)
小區域有感地震,2009-12-19 23:12:13,121.69,23.68,4.5,36,3,花蓮西林地震站東偏南方  29.3  公里(花蓮西林地震站東偏南方  29.3  公里)
小區域有感地震,2009-12-19 23:02:36,121.69,23.85,3.8,40.8,2,花蓮市地震站南偏東方  16.2  公里(花蓮市地震站南偏東方  16.2  公里)
小區域有感地震,2009-12-19 22:50:18,121.69,23.84,3.5,39.6,1,花蓮市地震站南偏東方  17.2  公里(花蓮市地震站南偏東方  17.2  公里)
小區域有感地震,2009-12-19 22:17:18,121.66,23.8,3.6,42.8,2,花蓮市地震站南偏東方  19.9  公里(花蓮市地震站南偏東方  19.9  公里)
146   ,2009-12-19 22:13:51,121.66,23.82,4.8,40.6,3,花蓮市地震站南偏東方  18.4  公里(花蓮市地震站南偏東方  18.4  公里)
小區域有感地震,2009-12-19 22:10:45,121.66,23.88,3.9,42.6,2,花蓮市地震站南偏東方  11.4  公里(花蓮市地震站南偏東方  11.4  公里)
小區域有感地震,2009-12-19 22:09:07,121.71,23.83,4.4,34.4,2,花蓮市地震站南偏東方  19.0  公里(花蓮市地震站南偏東方  19.0  公里)
小區域有感地震,2009-12-19 22:06:02,121.61,23.75,3.6,32.2,1,花蓮西林地震站東偏南方  18.6  公里(花蓮西林地震站東偏南方  18.6  公里)
小區域有感地震,2009-12-19 21:54:40,121.61,23.74,3.6,36.2,2,花蓮西林地震站東偏南方  18.9  公里(花蓮西林地震站東偏南方  18.9  公里)
小區域有感地震,2009-12-19 21:38:59,121.66,23.8,3.9,41.6,2,花蓮市地震站南偏東方  20.4  公里(花蓮市地震站南偏東方  20.4  公里)
小區域有感地震,2009-12-19 21:35:39,121.63,23.81,3.5,36.9,2,花蓮市地震站南方  18.1  公里(花蓮市地震站南方  18.1  公里)
小區域有感地震,2009-12-19 21:28:35,121.75,23.8,3.7,45.8,1,花蓮市地震站東南方  23.8  公里(花蓮市地震站東南方  23.8  公里)
小區域有感地震,2009-12-19 21:26:50,121.66,23.8,4,43.6,2,花蓮市地震站南偏東方  20.5  公里(花蓮市地震站南偏東方  20.5  公里)
145   ,2009-12-19 21:15:57,121.61,23.79,4.6,36.3,3,花蓮西林地震站東方  17.7  公里(花蓮西林地震站東方  17.7  公里)
小區域有感地震,2009-12-19 21:09:11,121.68,23.72,4.1,45,2,花蓮西林地震站東偏南方  26.7  公里(花蓮西林地震站東偏南方  26.7  公里)
144   ,2009-12-19 21:02:16,121.66,23.79,6.9,43.8,7,花蓮市地震站南偏東方  21.4  公里(花蓮市地震站南偏東方  21.4  公里)
小區域有感地震,2009-12-15 10:10:57,121.83,24.3,3.1,12.8,3,宜蘭南澳地震站南偏東方  15.9  公里(宜蘭南澳地震站南偏東方  15.9  公里)
143   ,2009-12-15 10:09:01,121.83,24.3,3.9,13.8,4,宜蘭南澳地震站南偏東方  16.5  公里(宜蘭南澳地震站南偏東方  16.5  公里)
小區域有感地震,2009-12-13 20:59:52,120.99,23.18,2.9,7.4,2,台東利稻地震站西方  3.8  公里(台東利稻地震站西方  3.8  公里)
142   ,2009-12-13 16:13:25,121.46,23.83,4.6,18.8,5,花蓮西林地震站東北方  3.1  公里(花蓮西林地震站東北方  3.1  公里)
141   ,2009-12-12 04:46:45,120.72,23.51,4.6,10.5,3,斗六市地震站東南方  28.7  公里(斗六市地震站東南方  28.7  公里)
小區域有感地震,2009-12-09 22:34:08,121.97,24.32,3.3,20.4,2,宜蘭南澳地震站東偏南方  25.0  公里(宜蘭南澳地震站東偏南方  25.0  公里)
小區域有感地震,2009-12-09 05:42:46,121.74,23.63,3.5,30.6,2,花蓮西林地震站東偏南方  36.4  公里(花蓮西林地震站東偏南方  36.4  公里)
小區域有感地震,2009-12-08 00:57:06,121.73,24.63,3.6,9.5,4,宜蘭蘇澳地震站西方  13.4  公里(宜蘭蘇澳地震站西方  13.4  公里)
小區域有感地震,2009-12-07 21:42:03,121.56,23.65,3.4,31.5,1,花蓮西林地震站東南方  21.9  公里(花蓮西林地震站東南方  21.9  公里)
小區域有感地震,2009-12-07 14:05:28,121.41,23.74,3.6,20.1,3,花蓮西林地震站南偏西方  8.7  公里(花蓮西林地震站南偏西方  8.7  公里)
小區域有感地震,2009-12-07 11:08:20,120.53,21.81,4,43.2,1,屏東恆春地震站西南方  31.0  公里(屏東恆春地震站西南方  31.0  公里)
小區域有感地震,2009-12-06 21:22:33,121.69,24.47,4.1,54.7,2,宜蘭南澳地震站西北方  7.8  公里(宜蘭南澳地震站西北方  7.8  公里)
小區域有感地震,2009-12-06 02:12:24,121.71,24.48,3.6,32.4,2,宜蘭南澳地震站西北方  6.8  公里(宜蘭南澳地震站西北方  6.8  公里)
小區域有感地震,2009-12-05 12:02:24,121.71,24.45,4.2,35.4,3,宜蘭南澳地震站西偏北方  5.0  公里(宜蘭南澳地震站西偏北方  5.0  公里)
小區域有感地震,2009-12-03 14:21:22,121.52,23.67,3.7,24.8,3,花蓮西林地震站南偏東方  17.9  公里(花蓮西林地震站南偏東方  17.9  公里)
小區域有感地震,2009-12-01 18:29:16,121.7,24.24,3,14.3,3,花蓮秀林地震站北偏東方  20.6  公里(花蓮秀林地震站北偏東方  20.6  公里)
小區域有感地震,2009-11-30 21:48:27,121.06,21.56,4.2,30.1,1,屏東恆春地震站東南方  59.2  公里(屏東恆春地震站東南方  59.2  公里)
小區域有感地震,2009-11-30 04:45:32,121.8,23.97,3.4,44.5,1,花蓮市地震站東方  18.9  公里(花蓮市地震站東方  18.9  公里)
小區域有感地震,2009-11-30 01:51:16,121.56,23.8,3,24.6,1,花蓮西林地震站東方  12.3  公里(花蓮西林地震站東方  12.3  公里)
小區域有感地震,2009-11-29 18:52:22,120.32,23.18,2.5,12.9,2,台南佳里地震站東方  12.6  公里(台南佳里地震站東方  12.6  公里)
140   ,2009-11-28 11:04:20,121.96,24.53,4.5,64.1,3,宜蘭蘇澳地震站東南方  13.1  公里(宜蘭蘇澳地震站東南方  13.1  公里)
小區域有感地震,2009-11-28 07:03:59,121.39,23.71,3,21.3,2,花蓮西林地震站南偏西方  12.4  公里(花蓮西林地震站南偏西方  12.4  公里)
小區域有感地震,2009-11-27 18:09:43,121.19,24.26,3,11.1,3,台中德基地震站東偏北方  2.7  公里(台中德基地震站東偏北方  2.7  公里)
小區域有感地震,2009-11-24 18:56:39,120.84,23.72,3,22.6,2,南投名間地震站東南方  22.6  公里(南投名間地震站東南方  22.6  公里)
小區域有感地震,2009-11-23 17:13:37,121.7,24.17,3.2,14,3,花蓮秀林地震站東北方  13.9  公里(花蓮秀林地震站東北方  13.9  公里)
139   ,2009-11-23 05:46:10,121.76,24.49,4.8,65.1,3,宜蘭南澳地震站北方  7.8  公里(宜蘭南澳地震站北方  7.8  公里)
小區域有感地震,2009-11-23 02:56:31,120.66,22.87,3.8,17.7,1,高雄旗山地震站東偏北方  23.9  公里(高雄旗山地震站東偏北方  23.9  公里)
小區域有感地震,2009-11-23 00:21:58,121.75,23.52,3.8,27.3,2,花蓮西林地震站東南方  45.5  公里(花蓮西林地震站東南方  45.5  公里)
138   ,2009-11-22 01:27:51,121.76,24.22,5,66.9,3,花蓮秀林地震站東北方  22.4  公里(花蓮秀林地震站東北方  22.4  公里)
小區域有感地震,2009-11-19 17:45:51,121.59,23.96,2.2,10.4,2,花蓮市地震站西偏南  3.2  公里(花蓮市地震站西偏南  3.2  公里)
小區域有感地震,2009-11-19 07:02:54,121.61,23.95,2.7,8,2,花蓮市地震站南方  2.3  公里(花蓮市地震站南方  2.3  公里)
小區域有感地震,2009-11-18 21:26:36,121.61,23.98,2.4,8.7,2,花蓮市地震站北方  .5  公里(花蓮市地震站北方  .5  公里)
小區域有感地震,2009-11-17 01:49:15,120.51,23.42,4,10.4,3,嘉義市地震站東南方  11.6  公里(嘉義市地震站東南方  11.6  公里)
小區域有感地震,2009-11-16 10:36:51,121.41,23.21,3.6,23,2,台東成功地震站北偏東方  12.5  公里(台東成功地震站北偏東方  12.5  公里)
小區域有感地震,2009-11-16 00:23:49,121.59,23.97,3,7.7,3,花蓮市地震站西方  2.3  公里(花蓮市地震站西方  2.3  公里)
137   ,2009-11-15 22:47:49,122.17,24.95,5.5,125.4,3,基隆市地震站東偏南方  46.3  公里(基隆市地震站東偏南方  46.3  公里)
136   ,2009-11-15 10:21:16,121.47,23.95,3,19.8,4,花蓮市地震站西方  14.9  公里(花蓮市地震站西方  14.9  公里)
小區域有感地震,2009-11-14 17:06:14,121.64,24.59,3.9,44.1,2,宜蘭牛鬥地震站東南方  8.1  公里(宜蘭牛鬥地震站東南方  8.1  公里)
小區域有感地震,2009-11-13 06:40:17,121.87,23.69,4.6,37.3,2,花蓮市地震站東南方  40.9  公里(花蓮市地震站東南方  40.9  公里)
小區域有感地震,2009-11-13 04:06:26,121.13,22.86,3.4,14.8,2,台東市地震站北偏西方  12.3  公里(台東市地震站北偏西方  12.3  公里)
小區域有感地震,2009-11-12 22:11:05,120.88,24.29,2.7,8.1,2,苗栗三義地震站東南方  17.8  公里(苗栗三義地震站東南方  17.8  公里)
小區域有感地震,2009-11-12 14:19:45,120.72,23.79,3.3,24.8,2,南投名間地震站南偏東方  9.7  公里(南投名間地震站南偏東方  9.7  公里)
小區域有感地震,2009-11-12 14:05:44,120.69,23.62,2.8,16.3,2,斗六市地震站東偏南方  19.0  公里(斗六市地震站東偏南方  19.0  公里)
小區域有感地震,2009-11-12 04:28:48,121.6,23.99,2.5,8,2,花蓮市地震站西北方  1.8  公里(花蓮市地震站西北方  1.8  公里)
小區域有感地震,2009-11-12 03:00:34,121.61,23.98,2.9,7.6,3,花蓮市地震站西偏北方  1.0  公里(花蓮市地震站西偏北方  1.0  公里)
小區域有感地震,2009-11-11 15:18:59,121.7,24.41,3.5,32.7,3,宜蘭南澳地震站西偏南  4.8  公里(宜蘭南澳地震站西偏南  4.8  公里)
小區域有感地震,2009-11-11 13:05:42,121.61,23.97,3.1,7.3,2,花蓮市地震站西南方  1.2  公里(花蓮市地震站西南方  1.2  公里)
小區域有感地震,2009-11-11 02:47:01,121.95,24.41,2.9,20.1,3,宜蘭南澳地震站東方  20.6  公里(宜蘭南澳地震站東方  20.6  公里)
小區域有感地震,2009-11-10 16:45:29,122.05,24.26,3.9,8.9,2,宜蘭南澳地震站東偏南方  36.1  公里(宜蘭南澳地震站東偏南方  36.1  公里)
小區域有感地震,2009-11-10 02:02:26,121.59,23.97,2.7,7.1,3,花蓮市地震站西方  2.8  公里(花蓮市地震站西方  2.8  公里)
135   ,2009-11-08 19:09:29,121.69,23.95,4.7,43.5,3,花蓮市地震站東偏南方  8.4  公里(花蓮市地震站東偏南方  8.4  公里)
小區域有感地震,2009-11-08 11:32:14,121.82,24.4,2.8,10.4,3,宜蘭南澳地震站東偏南方  8.0  公里(宜蘭南澳地震站東偏南方  8.0  公里)
134   ,2009-11-08 10:34:32,121.83,24.39,3.6,10.4,4,宜蘭南澳地震站東偏南方  8.8  公里(宜蘭南澳地震站東偏南方  8.8  公里)
小區域有感地震,2009-11-08 10:32:20,121.82,24.4,2.9,10.5,3,宜蘭南澳地震站東偏南方  8.2  公里(宜蘭南澳地震站東偏南方  8.2  公里)
133   ,2009-11-08 00:45:29,120.75,23.78,3.7,23.7,3,南投名間地震站南偏東方  12.6  公里(南投名間地震站南偏東方  12.6  公里)
小區域有感地震,2009-11-06 17:22:46,121.61,23.96,2.7,8.1,4,花蓮市地震站南方  2.0  公里(花蓮市地震站南方  2.0  公里)
小區域有感地震,2009-11-06 14:54:43,120.77,23.75,3,22.8,2,南投名間地震站南偏東方  15.5  公里(南投名間地震站南偏東方  15.5  公里)
132   ,2009-11-06 11:23:34,120.76,23.76,3.6,22.3,4,南投名間地震站南偏東方  14.3  公里(南投名間地震站南偏東方  14.3  公里)
131   ,2009-11-06 08:55:56,120.72,23.78,3.6,23.6,3,南投名間地震站南偏東方  11.2  公里(南投名間地震站南偏東方  11.2  公里)
130   ,2009-11-06 03:25:43,121.6,23.96,4,6,5,花蓮市地震站西南方  2.1  公里(花蓮市地震站西南方  2.1  公里)
小區域有感地震,2009-11-06 01:52:51,120.76,23.77,3.4,22.4,3,南投名間地震站南偏東方  13.8  公里(南投名間地震站南偏東方  13.8  公里)
129   ,2009-11-06 01:34:37,120.75,23.78,3.6,22.8,3,南投名間地震站南偏東方  12.4  公里(南投名間地震站南偏東方  12.4  公里)
小區域有感地震,2009-11-06 01:08:52,120.76,23.76,3,23.1,2,南投名間地震站南偏東方  14.8  公里(南投名間地震站南偏東方  14.8  公里)
小區域有感地震,2009-11-06 01:05:08,120.76,23.76,3.3,22.6,3,南投名間地震站南偏東方  14.2  公里(南投名間地震站南偏東方  14.2  公里)
小區域有感地震,2009-11-06 00:44:13,120.73,23.78,2.6,21.9,2,南投名間地震站南偏東方  11.4  公里(南投名間地震站南偏東方  11.4  公里)
小區域有感地震,2009-11-05 23:35:28,120.76,23.76,3.5,22.8,3,南投名間地震站南偏東方  14.7  公里(南投名間地震站南偏東方  14.7  公里)
小區域有感地震,2009-11-05 23:25:02,121.6,23.97,2.4,8.2,3,花蓮市地震站西南方  1.7  公里(花蓮市地震站西南方  1.7  公里)
小區域有感地震,2009-11-05 23:20:47,120.74,23.78,3,22.5,2,南投名間地震站南偏東方  11.9  公里(南投名間地震站南偏東方  11.9  公里)
小區域有感地震,2009-11-05 21:13:34,120.75,23.77,3.2,22.5,2,南投名間地震站南偏東方  12.9  公里(南投名間地震站南偏東方  12.9  公里)
128   ,2009-11-05 21:04:20,121.6,23.96,3.9,7.5,3,花蓮市地震站西南方  2.0  公里(花蓮市地震站西南方  2.0  公里)
小區域有感地震,2009-11-05 20:04:26,120.73,23.79,2.9,22.3,2,南投名間地震站南偏東方  10.4  公里(南投名間地震站南偏東方  10.4  公里)
小區域有感地震,2009-11-05 19:39:14,120.74,23.79,3.1,22.6,2,南投名間地震站南偏東方  10.8  公里(南投名間地震站南偏東方  10.8  公里)
127   ,2009-11-05 19:34:21,120.76,23.77,5.7,24,6,南投名間地震站南偏東方  13.6  公里(南投名間地震站南偏東方  13.6  公里)
小區域有感地震,2009-11-05 17:56:07,120.75,23.8,3.2,23.2,2,南投名間地震站南偏東方  10.5  公里(南投名間地震站南偏東方  10.5  公里)
126   ,2009-11-05 17:38:07,120.71,23.79,4.6,24.5,4,南投名間地震站南偏東方  9.7  公里(南投名間地震站南偏東方  9.7  公里)
125   ,2009-11-05 17:32:57,120.72,23.79,6.2,24.1,7,南投名間地震站南偏東方  10.1  公里(南投名間地震站南偏東方  10.1  公里)
小區域有感地震,2009-11-04 08:34:07,121.39,23.52,3.3,28.1,2,花蓮玉里地震站北偏東方  20.5  公里(花蓮玉里地震站北偏東方  20.5  公里)
小區域有感地震,2009-11-03 06:20:33,121.37,23.76,2.9,21.4,3,花蓮西林地震站西南方  8.6  公里(花蓮西林地震站西南方  8.6  公里)
小區域有感地震,2009-11-03 06:20:22,121.41,23.77,3,23.1,3,花蓮西林地震站西南方  5.6  公里(花蓮西林地震站西南方  5.6  公里)
小區域有感地震,2009-10-31 20:11:28,122,24.54,3.3,13.4,3,宜蘭蘇澳地震站東偏南方  15.7  公里(宜蘭蘇澳地震站東偏南方  15.7  公里)
小區域有感地震,2009-10-29 00:33:29,121.64,24.33,3.6,25.7,3,宜蘭南澳地震站西南方  14.9  公里(宜蘭南澳地震站西南方  14.9  公里)
小區域有感地震,2009-10-28 05:34:22,121.75,24.26,2.9,13.9,3,宜蘭南澳地震站南方  18.9  公里(宜蘭南澳地震站南方  18.9  公里)
小區域有感地震,2009-10-27 21:28:13,121.78,24.28,3.4,18.8,3,宜蘭南澳地震站南偏東方  16.8  公里(宜蘭南澳地震站南偏東方  16.8  公里)
小區域有感地震,2009-10-27 17:39:00,121.89,24.42,2.8,18.5,3,宜蘭南澳地震站東方  14.4  公里(宜蘭南澳地震站東方  14.4  公里)
小區域有感地震,2009-10-27 12:03:41,121.76,24.25,3,13.7,2,宜蘭南澳地震站南方  19.5  公里(宜蘭南澳地震站南方  19.5  公里)
小區域有感地震,2009-10-27 05:53:50,121.63,24.04,2.7,9.2,2,花蓮秀林地震站南偏東方  4.9  公里(花蓮秀林地震站南偏東方  4.9  公里)
小區域有感地震,2009-10-27 02:12:43,121.63,22.99,3.3,22.8,2,台東成功地震站東偏南方  28.6  公里(台東成功地震站東偏南方  28.6  公里)
小區域有感地震,2009-10-27 00:49:16,121.62,24.04,3.1,8.8,2,花蓮秀林地震站南偏東方  5.4  公里(花蓮秀林地震站南偏東方  5.4  公里)
小區域有感地震,2009-10-26 22:08:13,121.75,24.25,3.4,13.7,3,宜蘭南澳地震站南方  19.9  公里(宜蘭南澳地震站南方  19.9  公里)
124   ,2009-10-26 21:26:52,121.77,24.24,4,13.9,3,宜蘭南澳地震站南方  20.9  公里(宜蘭南澳地震站南方  20.9  公里)
小區域有感地震,2009-10-25 20:37:42,121.78,24.28,3.4,19.5,2,宜蘭南澳地震站南偏東方  16.7  公里(宜蘭南澳地震站南偏東方  16.7  公里)
小區域有感地震,2009-10-25 08:49:54,122.55,24.61,4.5,99.4,2,宜蘭蘇澳地震站東方  70.0  公里(宜蘭蘇澳地震站東方  70.0  公里)
小區域有感地震,2009-10-25 08:40:33,121.95,24.4,4,31.1,3,宜蘭南澳地震站東方  20.9  公里(宜蘭南澳地震站東方  20.9  公里)
小區域有感地震,2009-10-25 08:40:02,121.94,24.4,4.4,29.8,3,宜蘭南澳地震站東方  19.8  公里(宜蘭南澳地震站東方  19.8  公里)
小區域有感地震,2009-10-25 03:58:44,121.85,24.47,3.3,21.9,4,宜蘭南澳地震站東偏北方  11.4  公里(宜蘭南澳地震站東偏北方  11.4  公里)
小區域有感地震,2009-10-24 12:42:53,121.63,24.04,3,9.3,2,花蓮秀林地震站南偏東方  5.5  公里(花蓮秀林地震站南偏東方  5.5  公里)
小區域有感地震,2009-10-23 07:05:05,121.49,22.69,5.1,104,2,台東市地震站東偏南方  35.1  公里(台東市地震站東偏南方  35.1  公里)
