編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2019-09-23 11:23:21,121.46,23.91,3.4,18.2,4,花蓮縣政府西偏南方  17.9  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2019-09-21 19:05:38,122.4,24.42,4.4,54.4,1,宜蘭縣政府東偏南方  73.6  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2019-09-21 17:34:48,120.94,24.46,3.9,7.9,3,苗栗縣政府東南方  17.2  公里 (位於苗栗縣泰安鄉)(苗栗縣泰安鄉)
小區域有感地震,2019-09-19 22:50:21,121.8,24.78,3.9,80.5,2,宜蘭縣政府東北方  7.1  公里 (位於宜蘭縣壯圍鄉)(宜蘭縣壯圍鄉)
小區域有感地震,2019-09-16 22:12:22,121.35,23.42,3.7,12.4,2,花蓮縣政府南偏西方  69.3  公里 (位於花蓮縣玉里鎮)(花蓮縣玉里鎮)
小區域有感地震,2019-09-16 21:59:00,121.58,23.66,3.9,32.9,2,花蓮縣政府南方  36.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2019-09-13 23:36:05,120.62,23.75,3.6,21.8,3,雲林縣政府東偏北方  10.9  公里 (位於雲林縣林內鄉)(雲林縣林內鄉)
小區域有感地震,2019-09-12 10:56:09,121.41,24.39,3.8,6.2,5,宜蘭縣政府西南方  51.5  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2019-09-11 05:24:56,121.44,23.31,3.7,42.5,3,臺東縣政府北偏東方  68.4  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2019-09-10 14:08:02,121.83,24.04,4.6,5.7,2,花蓮縣政府東偏北方  22.2  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2019-09-10 06:52:15,121.41,24.4,3.1,6.4,5,宜蘭縣政府西南方  51.3  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
小區域有感地震,2019-09-09 23:16:11,121.58,23.18,3.8,40,2,臺東縣政府東北方  64.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2019-09-09 13:07:48,121.53,21.09,5.5,98,2,臺東縣政府南偏東方  188.4  公里(臺東縣政府南偏東方  188.4  公里)
小區域有感地震,2019-09-09 01:41:09,120.7,23.64,3.2,13.3,4,南投縣政府南方  28.8  公里 (位於南投縣竹山鎮)(南投縣竹山鎮)
小區域有感地震,2019-09-08 12:36:29,122.24,24.86,4.3,11.3,3,宜蘭縣政府東偏北方  49.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2019-09-08 12:35:59,122.24,24.86,4.5,13.1,3,宜蘭縣政府東偏北方  50.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2019-09-06 01:50:55,121.12,23.03,3.9,10.1,4,臺東縣政府北方  31.0  公里 (位於臺東縣海端鄉)(臺東縣海端鄉)
小區域有感地震,2019-09-04 07:36:34,121.64,24.63,3.5,48,2,宜蘭縣政府西南方  17.0  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
057   ,2019-09-03 08:47:30,121.5,23.75,4.6,6.9,4,花蓮縣政府南偏西方  29.4  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
小區域有感地震,2019-09-02 15:23:10,121.52,24.05,3.5,19.1,4,花蓮縣政府西偏北方  12.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2019-09-01 07:46:04,122.22,24.85,4.4,11.3,2,宜蘭縣政府東偏北方  47.7  公里 (位於臺灣東部海域)(臺灣東部海域)
056   ,2019-08-31 15:50:19,121.73,22.97,4.7,23.9,3,臺東縣政府東偏北方  63.8  公里 (位於臺灣東南部海域)(臺灣東南部海域)
小區域有感地震,2019-08-31 01:24:17,121.52,24.05,3.1,23.6,2,花蓮縣政府西偏北方  12.2  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2019-08-30 21:52:49,121.58,23.96,3.2,7.5,4,花蓮縣政府西南方  4.9  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉)
小區域有感地震,2019-08-30 14:46:19,120.66,22.85,4.1,19.4,3,屏東縣政府東北方  25.0  公里 (位於屏東縣三地門鄉)(屏東縣三地門鄉)
小區域有感地震,2019-08-29 12:10:10,121.66,23.61,3.7,41.9,1,花蓮縣政府南方  42.2  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2019-08-28 09:01:29,121.33,21.71,4.4,40.6,3,臺東縣政府南方  117.0  公里 (位於臺灣東南部海域)(臺灣東南部海域)
小區域有感地震,2019-08-27 20:16:45,121.72,24.46,2.8,7.4,4,宜蘭縣政府南方  30.6  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2019-08-26 22:33:25,121.48,23.95,3.2,17.7,4,花蓮縣政府西偏南方  15.1  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2019-08-26 04:41:31,121.55,24,3.8,12.5,5,花蓮縣政府西方  6.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2019-08-24 02:57:55,121.91,24.4,3.6,22.3,3,宜蘭縣政府南偏東方  39.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2019-08-21 04:39:12,121.51,23.73,3.5,6.3,3,花蓮縣政府南偏西方  31.0  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
小區域有感地震,2019-08-19 07:07:06,121.36,22.59,3.9,32.6,2,臺東縣政府東南方  28.4  公里 (位於臺灣東南部海域)(臺灣東南部海域)
小區域有感地震,2019-08-18 17:18:09,121.52,23.73,3.7,5.8,4,花蓮縣政府南偏西方  30.9  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
小區域有感地震,2019-08-18 17:12:09,121.52,23.74,3.7,6.1,4,花蓮縣政府南偏西方  29.8  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2019-08-18 12:33:28,121.53,23.73,3.3,6.1,4,花蓮縣政府南偏西方  30.8  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
小區域有感地震,2019-08-18 12:21:04,121.53,23.75,3.2,6.8,3,花蓮縣政府南偏西方  28.3  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
055   ,2019-08-18 12:05:14,121.54,23.74,4.9,6.6,5,花蓮縣政府南偏西方  28.8  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
小區域有感地震,2019-08-18 04:48:02,118.55,23.37,4.8,25.7,2,澎湖縣政府西方  105.8  公里 (位於臺灣西部海域)(臺灣西部海域)
054   ,2019-08-17 22:52:10,121.53,23.72,4.7,7,4,花蓮縣政府南偏西方  31.4  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
053   ,2019-08-17 22:52:05,121.54,23.74,4.5,7.1,4,花蓮縣政府南偏西方  29.0  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
小區域有感地震,2019-08-17 22:46:00,120.31,23.49,3,11.5,2,嘉義縣政府北偏東方  4.0  公里 (位於嘉義縣六腳鄉)(嘉義縣六腳鄉)
小區域有感地震,2019-08-17 11:20:40,121.53,23.73,3.4,7.1,4,花蓮縣政府南偏西方  29.7  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
小區域有感地震,2019-08-16 14:49:23,121.5,24.06,3.9,22.3,3,花蓮縣政府西偏北方  14.2  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
052   ,2019-08-16 05:41:40,120.72,23.57,4.7,17.8,4,嘉義縣政府東偏北方  44.9  公里 (位於嘉義縣梅山鄉)(嘉義縣梅山鄉)
小區域有感地震,2019-08-11 06:12:38,121.53,23.74,4.2,6.1,5,花蓮縣政府南偏西方  29.8  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2019-08-11 05:39:43,121.52,23.72,4.4,4.7,4,花蓮縣政府南偏西方  31.4  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
小區域有感地震,2019-08-11 05:39:24,121.53,23.72,4.2,4.8,4,花蓮縣政府南偏西方  31.2  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
小區域有感地震,2019-08-10 16:03:18,121.51,23.66,4.1,3.5,5,花蓮縣政府南偏西方  38.1  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
小區域有感地震,2019-08-10 06:29:14,121.87,24.47,3.2,20.3,3,宜蘭縣政府南偏東方  30.6  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2019-08-08 22:10:56,121.51,24.05,3.8,21.9,3,花蓮縣政府西偏北方  13.2  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2019-08-08 14:00:00,121.85,24.47,3.8,19.3,4,宜蘭縣政府南偏東方  30.1  公里 (位於宜蘭縣近海)(宜蘭縣近海)
051   ,2019-08-08 07:02:22,121.82,24.61,4.6,68,3,宜蘭縣政府南偏東方  14.7  公里 (位於宜蘭縣蘇澳鎮)(宜蘭縣蘇澳鎮)
050   ,2019-08-08 05:28:03,121.91,24.44,6.2,24.2,6,宜蘭縣政府南偏東方  35.9  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2019-08-07 21:38:15,121.53,23.55,3.8,30.6,2,花蓮縣政府南方  49.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2019-08-07 09:38:09,121.58,23.7,3.5,5.3,4,花蓮縣政府南方  32.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2019-08-07 01:00:41,121.55,25.15,3.3,2.6,3,臺北市政府北方  13.0  公里 (位於臺北市士林區)(臺北市士林區)
小區域有感地震,2019-08-06 12:37:45,121.54,23.72,3.5,23.5,2,花蓮縣政府南偏西方  30.7  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
049   ,2019-08-06 09:31:30,121.52,23.68,4.6,3.7,4,花蓮縣政府南偏西方  35.9  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
048   ,2019-08-06 09:19:48,121.53,23.67,5.1,4.6,5,花蓮縣政府南偏西方  36.4  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
小區域有感地震,2019-08-05 14:24:37,121.53,24.13,3.1,24.2,2,花蓮縣政府北偏西方  17.5  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2019-08-05 11:39:38,120.45,23.3,4,4.4,3,臺南市政府東北方  43.2  公里 (位於臺南市東山區)(臺南市東山區)
小區域有感地震,2019-08-04 14:25:52,121.53,23.68,4.1,3,4,花蓮縣政府南偏西方  35.8  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
小區域有感地震,2019-08-04 08:24:35,121.5,23.71,3.6,3.9,4,花蓮縣政府南偏西方  33.1  公里 (位於花蓮縣光復鄉)(花蓮縣光復鄉)
小區域有感地震,2019-08-03 15:55:54,121.52,23.71,3.5,5,4,花蓮縣政府南偏西方  33.1  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
047   ,2019-08-03 06:24:43,121.54,23.69,4.9,4.1,4,花蓮縣政府南偏西方  34.6  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
小區域有感地震,2019-08-03 06:05:05,121.53,23.7,2.8,3.7,4,花蓮縣政府南偏西方  33.9  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
046   ,2019-08-02 21:53:08,121.53,23.71,4.6,4.2,4,花蓮縣政府南偏西方  32.7  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
小區域有感地震,2019-08-02 09:30:01,121.52,23.7,3.5,3.2,4,花蓮縣政府南偏西方  34.0  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
小區域有感地震,2019-08-01 16:50:29,118.57,23.35,4.6,29.1,2,澎湖縣政府西偏南方  104.2  公里 (位於臺灣西部海域)(臺灣西部海域)
小區域有感地震,2019-07-30 16:02:37,121.47,23.96,3.4,20.6,4,花蓮縣政府西方  15.1  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2019-07-29 17:48:28,121.41,23.74,3.2,20.3,3,花蓮縣政府西南方  35.7  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉)
小區域有感地震,2019-07-29 11:59:58,120.41,23.94,3.4,28.9,3,彰化縣政府西南方  20.7  公里 (位於彰化縣二林鎮)(彰化縣二林鎮)
小區域有感地震,2019-07-29 02:12:20,121.47,23.88,3.3,15.8,3,花蓮縣政府西南方  20.1  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
