編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2026-05-16 21:40:25,121.626,24.3005,3.5,20.8,2,花蓮縣政府北方  34.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2026-05-16 07:02:58,121.832,24.3872,3.3,14.4,2,宜蘭縣政府南南東方  38.7  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2026-05-14 00:40:01,120.44,23.4747,2.4,6.8,2,嘉義市政府西南西方  1.6  公里 (位於嘉義市西區)(嘉義市西區)
044   ,2026-05-13 18:43:30,121.615,24.0278,5.1,23.2,4,花蓮縣政府北方  4.1  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
小區域有感地震,2026-05-12 21:55:55,121.44,23.2907,3.9,28,3,臺東縣政府北北東方  66.3  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2026-05-12 21:44:13,121.45,23.291,3.5,26.7,2,臺東縣政府北北東方  66.8  公里 (位於臺東縣近海)(臺東縣近海)
043   ,2026-05-12 14:53:33,121.441,23.2922,5.6,26.4,4,臺東縣政府北北東方  66.5  公里 (位於臺東縣近海)(臺東縣近海)
042   ,2026-05-11 00:59:24,121.391,23.7338,4.2,19.4,4,花蓮縣政府西南方  36.8  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉)
小區域有感地震,2026-05-10 04:31:26,121.461,23.7762,3.6,10.2,3,花蓮縣政府西南方  28.8  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
041   ,2026-05-09 03:26:39,122,24.6535,5,70.8,2,宜蘭縣政府東南東方  25.5  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2026-05-08 17:30:41,120.511,23.2222,3.6,8.2,3,臺南市政府東北方  42.0  公里 (位於臺南市楠西區)(臺南市楠西區)
040   ,2026-05-08 07:08:25,121.53,23.7188,4.4,21.6,3,花蓮縣政府南南西方  31.5  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
039   ,2026-05-08 04:57:34,121.83,24.1642,4.8,26.8,4,花蓮縣政府東北方  28.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2026-05-07 22:25:38,120.624,22.8968,3.8,16.3,2,高雄市政府東北方  44.3  公里 (位於高雄市六龜區)(高雄市六龜區)
小區域有感地震,2026-05-05 22:14:35,121.631,24.0387,3.6,26.8,1,花蓮縣政府北北東方  5.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2026-05-05 10:29:37,121.637,23.6633,4,35.5,1,花蓮縣政府南方  36.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2026-05-05 01:30:17,121.593,24.0328,3.2,17.5,2,花蓮縣政府北北西方  5.4  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
小區域有感地震,2026-05-04 16:02:19,121.774,24.5868,3.5,6.6,3,宜蘭縣政府南方  16.0  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
038   ,2026-05-04 14:59:21,121.778,24.5763,4.1,7.2,4,宜蘭縣政府南方  17.2  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2026-05-04 09:32:35,121.774,24.5842,3.7,7.1,3,宜蘭縣政府南方  16.3  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2026-05-04 09:05:12,121.772,24.5822,3.8,6.4,3,宜蘭縣政府南方  16.5  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2026-05-04 00:18:55,123.136,24.8417,5.6,135.9,1,宜蘭縣政府東方  139.4  公里 (位於臺灣東部海域)(臺灣東部海域)
037   ,2026-05-01 20:39:55,122.06,24.9067,6.1,100.9,4,宜蘭縣政府東北東方  35.8  公里 (位於臺灣東部海域)(臺灣東部海域)
