編號,地震時間,經度,緯度,規模,深度,最大震度,位置
142   ,2025-11-29 02:38:04,121.685,24.1262,4.3,19.3,3,花蓮縣政府北北東方  16.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2025-11-29 01:18:43,121.626,23.9287,3.8,33.6,1,花蓮縣政府南方  6.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2025-11-27 16:53:36,121.617,23.8322,3.6,38.3,1,花蓮縣政府南方  17.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2025-11-27 09:59:17,120.253,23.1775,3.2,11.6,2,臺南市政府北北東方  21.7  公里 (位於臺南市麻豆區)(臺南市麻豆區)
141   ,2025-11-26 23:12:54,121.798,24.2475,4.8,34.1,4,花蓮縣政府東北方  33.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2025-11-24 22:08:02,121.856,24.1058,4.1,23.8,2,花蓮縣政府東北東方  27.2  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2025-11-24 19:21:03,120.405,23.516,3.1,9.5,2,嘉義縣政府東北東方  13.1  公里 (位於嘉義縣民雄鄉)(嘉義縣民雄鄉)
小區域有感地震,2025-11-24 14:43:20,121.729,24.918,4.1,67.6,1,新北市政府東南東方  28.6  公里 (位於新北市坪林區)(新北市坪林區)
小區域有感地震,2025-11-21 08:27:03,120.643,23.5863,3.6,5.8,4,嘉義縣政府東北東方  38.4  公里 (位於嘉義縣梅山鄉)(嘉義縣梅山鄉)
小區域有感地震,2025-11-21 07:36:07,124.958,25.232,5.9,168.9,1,基隆市政府東方  324.0  公里(基隆市政府東方  324.0  公里)
140   ,2025-11-21 03:43:56,120.65,23.5875,4.5,6.1,4,雲林縣政府東南方  17.7  公里 (位於雲林縣古坑鄉)(雲林縣古坑鄉)
139   ,2025-11-19 20:38:55,121.819,24.1052,4.6,7,3,花蓮縣政府東北東方  23.8  公里 (位於臺灣東部海域)(臺灣東部海域)
138   ,2025-11-19 20:25:13,121.816,24.1078,4.7,9.8,3,花蓮縣政府東北東方  23.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2025-11-19 09:01:32,121.806,24.1088,4,6.5,2,花蓮縣政府東北東方  23.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2025-11-18 08:12:34,121.422,23.8295,3.4,19.9,1,花蓮縣政府西南方  26.9  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉)
小區域有感地震,2025-11-18 07:41:41,120.871,24.727,3.2,8.6,3,苗栗縣政府北北東方  18.6  公里 (位於苗栗縣竹南鎮)(苗栗縣竹南鎮)
小區域有感地震,2025-11-17 23:05:25,120.875,24.7242,3.7,9.2,4,苗栗縣政府北北東方  18.5  公里 (位於苗栗縣竹南鎮)(苗栗縣竹南鎮)
小區域有感地震,2025-11-17 23:00:53,120.874,24.7257,3.9,8.6,3,苗栗縣政府北北東方  18.6  公里 (位於苗栗縣竹南鎮)(苗栗縣竹南鎮)
小區域有感地震,2025-11-15 07:56:25,122.054,24.8803,4.3,8.3,2,宜蘭縣政府東北東方  33.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2025-11-14 09:06:15,120.534,23.1237,3.4,13.5,2,臺南市政府東北東方  38.6  公里 (位於臺南市南化區)(臺南市南化區)
小區域有感地震,2025-11-13 13:29:02,121.596,23.8825,4.3,46.5,2,花蓮縣政府南南西方  12.3  公里 (位於花蓮縣近海)(花蓮縣近海)
137   ,2025-11-13 09:22:39,121.643,24.7218,4.6,50.5,3,宜蘭縣政府西方  12.1  公里 (位於宜蘭縣員山鄉)(宜蘭縣員山鄉)
小區域有感地震,2025-11-12 10:03:02,121.185,23.1465,3.6,15.1,2,臺東縣政府北方  43.5  公里 (位於臺東縣池上鄉)(臺東縣池上鄉)
136   ,2025-11-12 04:26:38,120.901,24.0903,4.5,25.8,3,南投縣政府東北方  29.9  公里 (位於南投縣國姓鄉)(南投縣國姓鄉)
小區域有感地震,2025-11-11 16:56:36,121.617,23.8312,3.5,25.7,2,花蓮縣政府南方  17.7  公里 (位於花蓮縣近海)(花蓮縣近海)
135   ,2025-11-10 13:00:48,120.664,23.184,5.4,9.1,4,高雄市政府北北東方  72.1  公里 (位於高雄市甲仙區)(高雄市甲仙區)
小區域有感地震,2025-11-09 15:26:28,121.596,24.0195,4.3,48.4,2,花蓮縣政府西北方  4.0  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
134   ,2025-11-09 15:01:22,121.567,23.8393,4.1,21.7,3,花蓮縣政府南南西方  17.6  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2025-11-05 13:28:40,121.697,24.296,4.4,54.2,2,花蓮縣政府北北東方  34.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2025-11-05 08:11:57,120.724,23.1867,4.1,7.8,3,高雄市政府東北方  75.6  公里 (位於高雄市那瑪夏區)(高雄市那瑪夏區)
小區域有感地震,2025-11-05 06:16:03,120.405,22.5407,3.4,31.1,1,高雄市政府東南方  13.1  公里 (位於高雄市大寮區)(高雄市大寮區)
小區域有感地震,2025-11-04 07:06:02,121.749,24.3225,3.4,24.8,2,宜蘭縣政府南方  45.3  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
