編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2025-10-31 16:17:05,120.603,23.196,3.5,11.7,3,臺南市政府東北東方  48.4  公里 (位於臺南市南化區)(臺南市南化區)
小區域有感地震,2025-10-31 08:25:07,122.939,23.3465,5.1,62.5,2,花蓮縣政府東南東方  152.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2025-10-30 17:37:50,121.747,24.0942,3.9,33.7,2,花蓮縣政府東北方  17.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2025-10-24 21:53:49,120.188,23.026,2.7,14,2,臺南市政府北方  3.8  公里 (位於臺南市安南區)(臺南市安南區)
小區域有感地震,2025-10-23 21:35:39,120.774,23.876,3.7,25.7,2,南投縣政府東南東方  9.1  公里 (位於南投縣中寮鄉)(南投縣中寮鄉)
小區域有感地震,2025-10-23 20:41:39,120.774,23.875,3.6,25.1,2,南投縣政府東南東方  9.1  公里 (位於南投縣中寮鄉)(南投縣中寮鄉)
133   ,2025-10-23 20:28:06,120.779,23.8787,4.8,26.3,4,南投縣政府東南東方  9.4  公里 (位於南投縣中寮鄉)(南投縣中寮鄉)
132   ,2025-10-23 14:35:48,120.772,23.8788,4.3,25.8,3,南投縣政府東南東方  8.8  公里 (位於南投縣中寮鄉)(南投縣中寮鄉)
小區域有感地震,2025-10-22 05:37:19,121.682,24.1397,3.8,39,1,花蓮縣政府北北東方  17.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2025-10-21 10:37:56,121.514,24.0637,3.7,18.1,3,花蓮縣政府西北方  13.4  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2025-10-20 21:33:34,121.36,23.2067,3.6,17.2,2,臺東縣政府北北東方  54.4  公里 (位於臺東縣成功鎮)(臺東縣成功鎮)
小區域有感地震,2025-10-20 18:42:01,121.364,23.2027,4.3,17.5,2,臺東縣政府北北東方  54.2  公里 (位於臺東縣成功鎮)(臺東縣成功鎮)
小區域有感地震,2025-10-20 04:32:29,120.54,23.1553,3.7,17,2,臺南市政府東北東方  40.6  公里 (位於臺南市楠西區)(臺南市楠西區)
小區域有感地震,2025-10-19 21:33:42,121.689,24.0923,4.2,43.4,3,花蓮縣政府東北方  13.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2025-10-19 20:08:17,120.185,23.0288,2.9,13.1,2,臺南市政府北方  4.1  公里 (位於臺南市安南區)(臺南市安南區)
小區域有感地震,2025-10-19 09:43:14,120.184,23.0285,3,13.4,2,臺南市政府北方  4.0  公里 (位於臺南市安南區)(臺南市安南區)
小區域有感地震,2025-10-18 15:31:42,121.534,23.4832,4.5,34.6,3,花蓮縣政府南方  56.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2025-10-18 10:10:14,122.081,24.274,4.1,26.4,2,花蓮縣政府東北東方  56.3  公里 (位於臺灣東部海域)(臺灣東部海域)
131   ,2025-10-18 10:04:13,122.083,24.2967,5.4,27.5,3,花蓮縣政府東北東方  58.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2025-10-18 09:47:48,121.343,23.0765,3.7,19.7,2,臺東縣政府北北東方  40.7  公里 (位於臺東縣成功鎮)(臺東縣成功鎮)
小區域有感地震,2025-10-18 08:06:06,121.937,24.2685,3.8,36.9,2,花蓮縣政府東北方  44.5  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2025-10-18 05:26:10,121.387,23.2128,4.1,19.9,2,臺東縣政府北北東方  56.2  公里 (位於臺東縣成功鎮)(臺東縣成功鎮)
小區域有感地震,2025-10-17 22:42:37,121.441,23.313,3.7,26.7,3,臺東縣政府北北東方  68.5  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2025-10-17 12:58:24,121.772,24.6582,3.4,9.4,2,宜蘭縣政府南方  8.1  公里 (位於宜蘭縣冬山鄉)(宜蘭縣冬山鄉)
小區域有感地震,2025-10-16 19:58:19,120.306,23.6273,3.1,20.3,2,雲林縣政府西南西方  23.8  公里 (位於雲林縣元長鄉)(雲林縣元長鄉)
130   ,2025-10-16 16:42:04,119.934,22.7235,4.2,44,2,臺南市政府西南方  39.3  公里 (位於臺灣西南部海域)(臺灣西南部海域)
129   ,2025-10-14 18:08:29,120.881,24.096,4,21.6,3,臺中市政府東南東方  21.1  公里 (位於臺中市新社區)(臺中市新社區)
小區域有感地震,2025-10-13 08:43:33,120.943,24.7077,2.7,9,1,苗栗縣政府東北方  20.1  公里 (位於苗栗縣頭份市)(苗栗縣頭份市)
128   ,2025-10-12 23:12:38,121.684,24.104,4.6,21.3,4,花蓮縣政府北北東方  14.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2025-10-10 20:17:41,121.675,24.542,3.8,61.6,1,宜蘭縣政府南南西方  22.8  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2025-10-08 21:13:30,121.637,24.0632,3.4,25.5,1,花蓮縣政府北北東方  8.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2025-10-08 15:17:22,121.653,24.1002,4.2,28.4,2,花蓮縣政府北北東方  12.5  公里 (位於花蓮縣近海)(花蓮縣近海)
127   ,2025-10-08 11:33:54,122.039,23.5133,5.2,37.3,3,花蓮縣政府東南方  68.0  公里 (位於臺灣東部海域)(臺灣東部海域)
126   ,2025-10-08 07:52:13,121.55,23.99,5.1,10.5,4,花蓮縣政府西方  7.1  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉)
小區域有感地震,2025-10-07 06:03:35,121.698,24.0202,3.7,30.1,1,花蓮縣政府東北東方  8.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2025-10-06 23:55:39,121.448,23.8975,3.6,20.3,3,花蓮縣政府西南西方  20.4  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2025-10-05 12:13:38,121.954,23.7805,4.4,39.7,1,花蓮縣政府東南東方  41.2  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2025-10-02 01:49:54,121.618,24.3028,3.6,20,3,花蓮縣政府北方  34.5  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2025-10-01 17:55:37,120.261,23.0738,3.5,13.4,2,臺南市政府東北方  11.9  公里 (位於臺南市新市區)(臺南市新市區)
