編號,地震時間,經度,緯度,規模,深度,最大震度,位置
089   ,2025-04-30 02:19:03,121.665,24.1815,4.6,27.5,3,花蓮縣政府北北東方  21.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2025-04-29 13:46:58,122.447,24.5298,4.6,95.1,1,宜蘭縣政府東南東方  72.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2025-04-28 22:06:06,120.495,23.0493,3.5,12,2,臺南市政府東方  32.4  公里 (位於臺南市南化區)(臺南市南化區)
小區域有感地震,2025-04-26 14:18:56,121.466,23.7373,3.9,9,4,花蓮縣政府南南西方  32.2  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
小區域有感地震,2025-04-26 02:12:31,121.643,24.0158,4.2,39.9,2,花蓮縣政府東北方  3.6  公里 (位於花蓮縣近海)(花蓮縣近海)
088   ,2025-04-25 06:10:00,120.489,23.2428,4.1,8.4,4,臺南市政府東北方  41.7  公里 (位於臺南市東山區)(臺南市東山區)
小區域有感地震,2025-04-25 05:22:53,121.39,22.8837,3.8,32.7,2,臺東縣政府東北東方  28.4  公里 (位於臺灣東南部海域)(臺灣東南部海域)
087   ,2025-04-24 22:20:55,121.511,23.2112,4.8,41.4,3,臺東縣政府東北方  62.6  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2025-04-24 14:23:32,121.647,24.0355,4.1,36.1,2,花蓮縣政府北北東方  5.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2025-04-23 08:02:54,122.528,24.0708,5,53.5,2,花蓮縣政府東方  92.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2025-04-20 12:39:37,120.504,23.2498,3.5,7.9,3,臺南市政府東北方  43.4  公里 (位於臺南市東山區)(臺南市東山區)
小區域有感地震,2025-04-19 22:39:59,120.437,23.2037,3.7,10,2,臺南市政府東北方  34.9  公里 (位於臺南市大內區)(臺南市大內區)
小區域有感地震,2025-04-19 21:39:35,121.852,24.6313,4,65.4,1,宜蘭縣政府東南方  14.2  公里 (位於宜蘭縣近海)(宜蘭縣近海)
086   ,2025-04-17 17:08:52,121.836,24.3943,4.1,13,3,宜蘭縣政府南南東方  38.0  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2025-04-17 05:39:23,121.688,23.8625,3.8,46.5,1,花蓮縣政府南南東方  15.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2025-04-16 19:50:26,120.781,22.5712,3.7,8.3,2,臺東縣政府西南西方  43.2  公里 (位於臺東縣金峰鄉)(臺東縣金峰鄉)
小區域有感地震,2025-04-16 19:50:15,120.787,22.5712,3.6,8.4,2,臺東縣政府西南西方  42.6  公里 (位於臺東縣金峰鄉)(臺東縣金峰鄉)
小區域有感地震,2025-04-16 19:13:16,121.358,22.3898,4.6,21.6,2,臺東縣政府南南東方  45.7  公里 (位於臺灣東南部海域)(臺灣東南部海域)
小區域有感地震,2025-04-16 15:51:25,121.867,24.7843,3.6,9,3,宜蘭縣政府東北東方  12.0  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2025-04-16 15:46:38,121.867,24.7862,3.3,10.6,3,宜蘭縣政府東北東方  12.1  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2025-04-16 00:16:57,121.355,24.1127,3.5,6.2,2,花蓮縣政府西北西方  30.2  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2025-04-14 15:11:18,121.949,24.3465,3.9,24.4,2,宜蘭縣政府南南東方  46.6  公里 (位於臺灣東部海域)(臺灣東部海域)
085   ,2025-04-14 13:58:03,121.867,24.4045,4.5,48.9,3,宜蘭縣政府南南東方  37.7  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2025-04-13 23:51:39,121.76,23.2972,3.9,31.1,2,花蓮縣政府南南東方  78.2  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2025-04-12 07:01:09,121.816,24.5755,4,67.3,1,宜蘭縣政府南南東方  18.0  公里 (位於宜蘭縣蘇澳鎮)(宜蘭縣蘇澳鎮)
084   ,2025-04-10 08:31:03,121.29,23.4333,4.4,22.6,3,花蓮縣政府南南西方  70.4  公里 (位於花蓮縣卓溪鄉)(花蓮縣卓溪鄉)
083   ,2025-04-09 09:53:25,121.815,24.5877,5.8,68.7,4,宜蘭縣政府南南東方  16.7  公里 (位於宜蘭縣蘇澳鎮)(宜蘭縣蘇澳鎮)
082   ,2025-04-08 23:26:35,123.103,24.6573,6.1,113.9,3,宜蘭縣政府東方  135.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2025-04-08 13:50:54,121.776,24.2142,3.6,27,3,花蓮縣政府東北方  29.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2025-04-07 03:05:18,121.757,24.0348,3.3,16.1,1,花蓮縣政府東北東方  14.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2025-04-07 01:42:41,121.279,23.4035,3.8,7.5,2,花蓮縣政府南南西方  73.8  公里 (位於花蓮縣卓溪鄉)(花蓮縣卓溪鄉)
小區域有感地震,2025-04-05 20:09:02,120.379,23.198,4,13.4,3,臺南市政府東北方  30.2  公里 (位於臺南市官田區)(臺南市官田區)
081   ,2025-04-04 21:12:03,121.524,24.101,4.3,20.2,3,花蓮縣政府西北方  15.6  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
080   ,2025-04-04 16:54:57,121.886,24.3695,4.4,17.5,3,宜蘭縣政府南南東方  41.9  公里 (位於臺灣東部海域)(臺灣東部海域)
079   ,2025-04-04 06:55:05,120.384,23.1915,4.1,13.2,4,臺南市政府東北方  30.1  公里 (位於臺南市官田區)(臺南市官田區)
078   ,2025-04-03 11:47:00,120.384,23.197,4.9,12.9,4,臺南市政府東北方  30.5  公里 (位於臺南市官田區)(臺南市官田區)
077   ,2025-04-03 02:01:34,121.624,24.1555,4.9,33.9,3,花蓮縣政府北方  18.2  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2025-04-02 02:17:27,121.48,21.9187,3.8,19.1,3,臺東縣政府南南東方  98.6  公里 (位於臺灣東南部海域)(臺灣東南部海域)
小區域有感地震,2025-04-01 19:26:02,122.562,22.6255,5.1,53.3,2,臺東縣政府東方  145.7  公里 (位於臺灣東南部海域)(臺灣東南部海域)
